"date","hub_id","product_id","quantity_issued"
2018 Jan,"hub_13","product_3",6
2018 Jan,"hub_13","product_4",162
2018 Jan,"hub_13","product_5",120
2018 Jan,"hub_13","product_6",725
2018 Jan,"hub_14","product_1",12488
2018 Jan,"hub_14","product_2",2850
2018 Jan,"hub_14","product_3",9
2018 Jan,"hub_14","product_4",2584
2018 Jan,"hub_14","product_5",6329
2018 Jan,"hub_14","product_6",80330
2018 Jan,"hub_14","product_7",194
2018 Jan,"hub_15","product_2",500
2018 Jan,"hub_15","product_4",3565
2018 Jan,"hub_15","product_5",2206
2018 Jan,"hub_15","product_6",21162
2018 Jan,"hub_15","product_7",248
2018 Jan,"hub_16","product_1",1052
2018 Jan,"hub_16","product_2",350
2018 Jan,"hub_16","product_3",8
2018 Jan,"hub_16","product_4",3618
2018 Jan,"hub_16","product_5",1585
2018 Jan,"hub_16","product_6",36950
2018 Jan,"hub_16","product_7",176
2018 Jan,"hub_17","product_1",3380
2018 Jan,"hub_17","product_2",750
2018 Jan,"hub_17","product_3",51
2018 Jan,"hub_17","product_4",2585
2018 Jan,"hub_17","product_5",5559
2018 Jan,"hub_17","product_6",27952
2018 Jan,"hub_17","product_7",227
2018 Jan,"hub_19","product_1",1519
2018 Jan,"hub_19","product_2",396
2018 Jan,"hub_19","product_3",1331
2018 Jan,"hub_19","product_4",2140
2018 Jan,"hub_19","product_5",1464
2018 Jan,"hub_19","product_6",23566
2018 Jan,"hub_19","product_7",75
2018 Feb,"hub_1","product_1",2988
2018 Feb,"hub_1","product_2",1504
2018 Feb,"hub_1","product_3",17
2018 Feb,"hub_1","product_4",2259
2018 Feb,"hub_1","product_5",1573
2018 Feb,"hub_1","product_6",31107
2018 Feb,"hub_1","product_7",1
2018 Feb,"hub_3","product_1",10595
2018 Feb,"hub_3","product_2",19
2018 Feb,"hub_3","product_3",382
2018 Feb,"hub_3","product_4",10586
2018 Feb,"hub_3","product_5",8514
2018 Feb,"hub_3","product_6",49664
2018 Feb,"hub_4","product_1",6500
2018 Feb,"hub_4","product_3",26
2018 Feb,"hub_4","product_4",2337
2018 Feb,"hub_4","product_5",2094
2018 Feb,"hub_4","product_6",15550
2018 Feb,"hub_5","product_1",670
2018 Feb,"hub_5","product_2",100
2018 Feb,"hub_5","product_3",4
2018 Feb,"hub_5","product_4",363
2018 Feb,"hub_5","product_5",20
2018 Feb,"hub_5","product_6",4884
2018 Feb,"hub_5","product_7",10
2018 Feb,"hub_6","product_1",10015
2018 Feb,"hub_6","product_2",1631
2018 Feb,"hub_6","product_3",13
2018 Feb,"hub_6","product_4",5209
2018 Feb,"hub_6","product_5",3822
2018 Feb,"hub_6","product_6",103503
2018 Feb,"hub_7","product_1",1108
2018 Feb,"hub_7","product_3",59
